cap_inc,lab_inc,financial_assets,nonfinanc_assets,weights
20000,0,1200000,320000,825.6336115
0,0,178000,401000,556.659797
38400,89600,460000,4103779,13.772381
0,4848,0,210000,572.301615
0,0,1000,250000,1183.607753
20020,23260,302500,1301047.62,29.0599615
40,33600,9000,215000,2110.340488
320000,0,4340000,21200000,21.1158285
0,16800,35000,96162,474.970753
14450,0,90000,446346,1976.1724335
0,18000,30000,153812,246.094843
6500,0,429000,660657,70.040361
0,10800,500,0,1465.70334
3600,39000,18510,558629,717.6163255
4,0,11000,185387,4648.1576005
0,22800,1300,36907,4678.009593
2160,5040,30000,149403,2127.608939
28800,0,168500,595000,1183.607753
382100,900000,2900020,3260000,13.9982085
0,61608,10000,204805,681.8089765
20,0,91011,930000,131.518657
6612,43236,25500,127500,1750.866687
21120,0,193000,1040709,95.922769
0,11484,300,8285,2945.225484
0,34272,3910,153000,1288.414711
10000,60240,67000,354000,1399.9407755
13694.7,9554.3,995264,816951,12.279076
0,20640,430000,480557,4.462286
0,9600,49645,199145,1408.816771
20,31464,423823,373631,80.271107
0,9600,0,0,704.2057305
18485,30720,10295,650000,726.593581
16000,0,614000,1592531,45.8036315
19700,95172,201000,664783,100.551081
0,20004,100,0,1827.655652
0,0,1200,70000,3492.58381
0,0,1100000,0,1.8126955
0,42912,28000,142800,19882.1453225
25936.1,133850.9,5848000,1452354,25.660372
43400,60000,2569686,2587464,23.150609
275869,33600,595000,5647036,12.279076
0,0,20000,230581,31.109789
59989,72000,3223166,3039000,23.7760845
149501,0,1149293,5517833.9975000005,13.772381
2300,0,48000,90000,1032.954944
24000,28000,370000,4095313.125,4.9133555
7295.5,38689.5,319499,3233608,2036.7151865
500,39540,161971,119523,1557.926309
0,0,7300,0,2172.2489515
189827.8,255840.2,205000,30515482,22.6949415
3840,11400,22200,463000,786.846684
11400,42200,90000,462000,1165.01725
1200,0,14390,1281876,485.165605
35800,51000,490000,3840000,20.996713
5141.0999999999995,20995.9,586,128744,458.7730635
28734,0,580000,1180000,83.61626
0,0,990,240405,1306.893786
0,0,18000,150000,1566.4461485
18700,0,298000,439069,3023.334428
12600,29399.999999999996,830000,975000,56.8089495
150,64800,165000,362000,1923.1164885
0,15900,16000,87147,602.255723
500,0,246000,131000,2744.1114345
0,0,46000,420708,1123.751973
0,44400,4712,215000,2375.879481
0,33588,900,310354,1762.646619
27000,0,216894,1382914,23.006512
72000,0,211430,1745255,26.0054305
720,0,18000,230000,1306.893786
0,0,13000,212157.33,2640.327547
2805.9,27751.1,2040,60273,1175.542101
2400,0,10300,500000,56.292601
6219,0,72800,480810,93.4527445
80,84600,60500,4000,3666.855591
0,31200,2000,150000,854.1885365
0,18000,0,64690,1271.611097
4800,25212,17200,740202,389.8856455
13000,0,169000,312517,124.066746
104745,237719.99999999997,910000,6618101,18.4560885
0,19920,5000,265000,3610.8848555
400,16692,36000,18030,1730.267866
0,0,6,0,1819.527341
1280,37632,33200,228000,12784.3469155
0,0,20000,310277,1700.955308
0,0,0,162344,546.63976950000006
12000,0,1453254,2237662,13.2995775
65300,141048,8177000,1750000,20.9713805
200,0,9100,7500,1730.267866
500,0,920000,251938.72,1828.350226
1110,0,160000,1970000,1253.360854
6150,0,350942,348950,160.6068
0,16800,800,0,1153.879034
0,0,780,60101,1233.94881
50022,0,3481365,921999.995,21.4512805
0,0,9015,10818.33,2111.0405005
0,18000,4200,120202,1802.7853395
5400,12600,13000,140202,3532.1433045
6240,54996,102000,616653,816.257788
0,12000,1200,110000,1327.9332665
7800,0,72935,1135337,3385.056472
1350,28332,100000,283600,1391.9057455
0,0,25000,170101,1306.893786
0,11400,500,198,817.839237
1200,0,0,0,604.0806305
0,49500,1700,91323,2021.1466995
105961,0,300459,850000,24.771747
15,0,16000,306054,3302.370696
0,21600,7000,36469,911.7471555
0,4200,300,21000,1160.8047945
786000,1834000,5060000,37300000,26.688838
0,0,14000,185202,592.588701
0,0,0,0,4503.38339
506,0,95000,167989,4747.323183
0,92400,98269,225000,343.9252135
31500,18204,18934683,2807191.5,16.615241
5,79320,145800,296010,762.215809
79898.9,122194.1,952444,9832809,15.423398
18000,99600,60000,3500000,17.1162315
2000,58272,30000,639012,115.5023335
0,39180,30000,80000,3564.0854815
46936,75400,1185000,1490000,12.024955
800,0,220115,80000,1790.769675
350,17796,100681,324108,1287.900774
628,0,74000,96299.5,1563.327677
0,0,3000,100000,808.5188455
0,75000,11000,200000,1456.186443
0,16800,6000,425000,2403.304408
0,32400,121314,150000,2160.0028825
37600,42000,2824000,12000000,21.4512805
0,36000,35020,299887,27.717094
4520,39900,69000,600911,1104.5887795
0,48000,100000,0,4284.889283
84242,0,1065000,1292607,97.7374675
0,9000,3504,0,595.1765945
7739,84600,23820,1494008,177.5499625
0,0,2000,247928,2221.783166
47800,109200,485000,5757000,16.63892
0,34800,18000,190253,1108.3850955
44800,114792,250000,2340000,28.853831
338400,0,1305000,4020405,12.7524465
559,0,8000,233400,995.557232
52567.5,54257.5,63000,1973842,176.9046435
0,0,27896,157224,2086.7560475
20200,0,1109900,610711,11.099514
44000,0,1996000,761214.5,13.1627045
40600,35000,994812,3750000,9.024227
0,0,213152,358783.3,26.0054305
0,0,140,291682,1176.984859
17400,99600,174000,850000,65.2435655
38444,0,900000,3048182,38.203999
15014.4,274865.6,89758,729376.78,1753.850312
80,44784,27400,240000,1438.534013
0,6000,5379,405000,1566.4461485
14320,100836,4594976,7416027.5,9.322823
2000,0,165000,378936,1253.360854
1,48000,30000,210000,1944.2952535
0,0,1488,125428,895.063847
0,0,20500,128036.4,1071.0536155
0,30156,200,69853,1275.3210815
0,0,3676,200000,867.7763605
50000,0,175000,1640000,8.6113685
21298.8,48997.2,609183,1847776,84.4087035
26438.7,5690.299999999999,1010000,3370000,9.50846
0,48324,4312,90000,4629.8396095
12500,0,256120,1800000,12.6793705
24320,0,336557,777671,100.253594
81700,100800,104000,2715000,2248.2953
52500,0,66663,831556.2,1056.1044985
36000,0,803875,1640000,13.772381
100500,0,1530000,1961620,21.1158285
0,57804,40662,353000,1938.2442555
838,19200,301889,399672.5,1175.54682
3,40800,4000,336061,3050.432369
180,30792,138805,100000,2225.224817
26789.4,68437.59999999999,86681,492725,25.259099
0,0,446,132209,1872.9930995
12040,0,64518,336314,12.7524465
0,0,2348,108182,1462.9153895
8688,17472,304200,440725,193.320103
0,18000,56408,500000,892.006056
4867,16800,200000,60000,1089.5134275
0,0,32000,15000,1174.894782
65800,0,1402972,5990000,33.360591
0,28200,6385,110000,2156.0648845
61600,107440,705000,2077000,25.4760645
4301.4,10036.6,19000,75001,3060.271072
0,19200,31000,433211.25,1297.9536665
900,30612,64000,50000,1650.991607
0,0,15,0,2118.1107025
0,0,0,0,1123.4523205
2426882,0,18574000,1156014,21.1158285
4050,0,500,60000,3626.6496135
6200,27600,120000,225000,1030.9989995
0,0,7850,58564,1698.1850785
94364,221016,677613,32763009,48.4519195
563658.1,731868.8999999999,600000,6715788,288.3968865
600,0,238000,365000,1017.3755835
30200,0,466061,1481313,447.397168
1402,0,5170,0,3160.666802
0,0,30000,160000,980.9169715
0,35796,180000,180000,524.97376
0,0,0,36061,1110.9664805
0,42000,23700,79200,727.5235605
1500,36000,135400,689000,849.6094535
0,0,800,108684.75,1658.1796875
0,11604,5334,496182,233.869758
1336,0,11800,177650,1080.2614815
125,0,227500,200000,1738.4840515
7500,11900,235000,216000,10.4686485
0,15600,2000,300,1133.714463
0,12780,150,44742,1506.8822925
0,0,6100,120000,1192.9971195
214000,617600,3603694,4710000,8.215925
0,41736,913,132000,1244.786939
0,0,1,55000,2878.386031
4208,9972,4584,334000,1269.9606115
0,0,34500,324546,836.720362
20100,4900,236000,1063791,27.0726605
0,36000,160000,930000,12.8249485
0,0,50000,543000,1232.837066
17400,27600,255000,2247000,20.884973
31880.8,103783.2,135663,1573280,15.3354145
8000,0,0,139750,2154.4440105
0,0,89000,150433,3145.7995255
1000,41220,43962,177000,2345.75503
0,0,116,70000,1380.6049515
280,8280,34300,157533,704.701697
4500,40800,143805,600000,1170.7172835
0,0,45,180000,8592.960143
0,54000,34000,273000,1763.3202435
0,0,0,0,2067.056913
0,23400,100,0,2689.158159
10,21864,25360,0,1723.385783
0,10716,19000,72121,2722.4421335
16000,14000,1919022,2499123,23.765931
0,0,9000,180652,1077.332188
38500,17500,8386707,9870000,21.1158285
377,0,1924,500001,1629.1063825
0,104400,95600,300250,2005.1272015
0,60504,10000,250000,810.10026
0,41532,300,302652,4543.624903
1600,0,100000,51284,1852.941809
12711,0,195000,1652324,26.74006
500,45600,60000,125000,2316.1549305
12210,92400,257000,700000,21.724268
0,19992,28000,300506,1737.911841
1954,0,317506,212217,991.9511365
0,0,3363,420708,1054.937811
0,0,20000,500,2465.9113245
3600,16896,12000,180304,1490.7967745
0,16200,23000,73200,2382.285124
0,18000,1500,140000,331.5152155
0,0,0,100000,1952.6509695
0,0,0,60000,1586.1222965
5502.9,12840.1,17000,20487,3890.074954
141000,0,678910,0,31.324918
25600,103692,146000,970000,191.4618905
0,0,150000,616037,2810.482502
0,22632,7000,60000,1730.267866
0,58392,1000,162500,1698.0078035
400,66000,81534,269000,587.8597395
1,27600,11100,116600,1370.988697
55300,0,1243348,1407777,3.296368
0,63792,31620,145000,1355.95625
1243.8,17302.2,74383,209691.6,1939.414654
21400,23360,2400,71000,68.332622
41655,81800,146051,310000,1335.6420745
61164,198000,587000,4243219,30.508362
0,0,4058000,1580000,7.639341
0,17676,30,39000,234.539271
0,10884,200,0,1536.004649
3600,18204,6100,50000,827.2274345
1500,0,125,154464,1256.5867915
10,0,22000,102000,398.5694815
0,52800,21900,160000,962.410709
58108.8,22747.199999999997,2504578,974460,32.670862
0,0,42000,31000,1527.9917945
0,28416,315,0,1574.46858
0,0,300,819406,1342.946735
0,0,21675,122108.5,3178.085877
97900,14004,110000,3365056,8.8709355
2584,0,195,0,977.9380015
0,0,606000,700000,348.270144
367,0,8493010,7761464,21.0425465
0,21240,322,60000,2759.4594405
0,0,0,11000,512.8581095
0,22524,0,0,6536.6469585
1050,0,479768,440708,18.836233
0,22800,1400,100000,703.412168
4000,0,509600,272303,20.176878
138844.8,177997.2,552133,3075095,4.261226
250,0,349700,342309,6.2795605
2353,78000,116381,287651,1148.6235415
7500,51100,364239,540000,53.830037
1830.9,26712.1,900,3000,7222.5613235
0,0,1451000,1320000,26.952254
0,21600,6286,95000,4475.19452
0,38952,381,0,1214.660054
350,0,68400,389061,749.8855685
29039,0,176000,1579770,9.9497635
0,0,6000,213651,1033.4936925
600,87348,51500,383628,2284.382472
39200,58799.99999999999,169000,604723,107.6636095
0,46572,8363,60000,2415.4507705
17921,0,117437,2656084,9.8985805
0,20400,4000,0,3774.1265715
3600,19404,22200,360000,1363.5697395
0,53400,14400,150000,1620.724226
0,12012,0,0,2147.9225505
15400,73960,48000,645000,2344.845409
0,0,600,70000,1952.6509695
0,0,0,65000,281.922745
440,136800,63000,752000,1196.419098
2,0,10321,110000,1306.893786
0,0,0,90152,2611.5270525
0,0,100,120202,1869.032257
2947,0,638500,143001,46.286672
12978,0,3128000,638000,35.156342
106000,963600,12012517,5484776,22.992263
278,57996,37500,180000,1009.645408
0,53028,50824,61000,983.2550695
0,0,36564,7541,1629.1063825
25,99840,75500,332000,1352.618151
0,0,5000,138233,952.275285
106460,46996,5120000,2700000,24.484189
5,37392,3000,90000,1201.9898215
0,37200,19812,85546,2158.354063
0,0,20000,305456,1306.893786
0,19800,1686,120000,3342.3939575
6531,20856,334801,203974,21.4866175
45600,0,528061,3260000,9.9497635
24,51252,41275,266400,1562.8001725
15108.7,51420.3,6000,738636,1108.343111
0,39600,18000,0,1984.084728
1700,0,605381,679051,8.30325
8479,0,750000,279087,44.944251
0,9600,200,0,1255.616766
3500,56004,169000,220842,413.5232115
90000,315600,1420000,4159379,7.353968
0,720,145,0,2025.6838535
8854.6,20427.4,21240,180000,671.144089
0,8400,10,0,5330.7441985
200,0,173252,444070.75,21.4512805
0,56520,73082,181500,970.215026
0,21600,498,40000,1784.7583435
1000,0,66000,466101,4589.7933485
0,10800,0,240000,1370.947366
44500,150500,594000,1904000.0025,24.845021
0,33552,8000,50000,3974.891301
0,28380,10,70000,6733.9048075
0,42000,5000,120000,16024.4911845
32521,10080,12254901,3861754,26.3219025
0,22800,600,45600,520.664748
79225,80076,122360,400000,384.127096
14900,91200,115000,955000,992.6105845
0,0,600,31748,3492.58381
9679.2,30406.8,111000,123400,721.500031
0,66192,21500,414000,1935.948122
66028.8,48997.2,130000,2696302,30.1511185
0,0,7000,24000,5104.181116
7500,0,260000,1643277,33.1377545
0,13740,1349,31403,1019.8353665
36006,0,23000,1952500,65.516269
8400,19600,24500,261000,1164.5175195
32904.6,51977.399999999994,526000,647896,4437.7842525
395,0,86534,0,3251.213916
0,0,60,0,2952.0519825
15800,0,80453,1340000,1077.332188
18000,45000,295000,700000,18.871464
68600,29399.999999999996,507000,1450000,20.5544155
100,29160,1500,34999.999140625005,2534.8028675
40580,6020,1158000,1778557,13.872383
3600,8400,800,87000,2490.4252225
40656,60864,1018000,3570000,29.8475065
0,0,24000,180304,1744.1360025
0,21600,2700,0,1865.259804
3600,14400,12500,5000,3824.419709
0,10800,14000,20495,1410.31348
0,0,2000,254468,758.23147
0,40596,8000,250000,1614.8884995
142046.19999999998,336107.8,2340000,3138000,5.899352
24459,0,31643,3242243,32.417028
13900,4200,179000,562914,159.665529
1042,0,97,150253,933.338908
0,0,104243,261593,653.460889
9000,32400,400021,1290000,26.4961765
18600,89000,60000,800000,848.8837775
66000,98000,3857000,2134000,13.7015335
0,39000,1900,125000,5561.9554385
43508.8,64187.2,438061,1569728,31.10812
100,0,218000,405000,2086.7560475
0,13200,21000,76000,1772.9967805000001
0,10800,300,80000,2322.50337
9500,0,196000,1260000,32.063568
250,6144,59600,344600,1789.6745045
0,0,127,75000,712.584365
0,59520,34730,120000,9940.0557665
0,36852,41000,120000,3292.981344
440,0,15000,188221,1020.484353
4932,22236,407757,830929.94,2.992008
190000,40404,5720,3300331,18.8030835
0,0,260000,150000,3910.5838015
2024,0,36611,69116,2258.3004925
0,0,4912,60000,857.6252395
0,13200,30000,303506,2718.917934
100,0,200,0,3958.5646855
0,0,1100,121202,586.650596
0,0,7005,132222,1572.9673845
0,54300,14506,194000,5743.613594
0,0,3000,109000,2123.0244335
